rank,name,state,revenue,growth,industry,workers,founded,yrs_on_list,previous_workers,metro,city
3080,Open Source Integrators,AZ,3 Million,120.2738,IT System Development,21,2010,1,9,Phoenix,Gilbert
3081,Zulu Marketing,UT,21.1 Million,120.2548,Financial Services,26,2008,2,12,"Provo-Orem, UT",Lehi
3082,Laketown Electric,MN,17.2 Million,120.2486,Construction,110,1975,5,43,Minneapolis,Waconia
3083,Tri Tower Telecom,NY,7.7 Million,120.1814,Telecommunications,21,2009,1,13,"Rochester, NY",Rochester
3084,SecureLink,TX,14.8 Million,120.1077,Software,105,2003,2,40,Austin,Bee Cave
3085,Stamford Technology Solutions,CT,3.4 Million,120.0901,Business Products & Services,35,2013,2,20,"Bridgeport-Stamford-Norwalk, CT",Stamford
3086,Axispoint,NY,24.9 Million,119.9806,Software,90,1994,8,39,New York City,New York
3087,Mattingly Concrete,IN,5 Million,119.8725,Construction,49,1987,2,27,"Indianapolis, IN",Indianapolis
3088,"IT Partners (Bethel Park, PA)",VA,8.5 Million,119.8532,Business Products & Services,45,1994,6,24,"Pittsburgh, PA",Vienna
3089,StateServ-Hospicelink,AL,205.5 Million,119.8228,Health,400,2004,4,150,"Birmingham, AL",Birmingham
3090,Activate Marketing Services,CA,14.1 Million,119.7064,Advertising & Marketing,25,2013,1,10,New York City,San Francisco
3091,Chesapeake Plumbing & Heating,DE,29.2 Million,119.6349,Construction,133,2003,5,53,,FRANKFORD
3092,IT Management Corporation,CA,9.2 Million,119.6088,IT Management,22,2009,1,12,San Jose,Santa Clara
3093,Dogtopia Enterprises,AZ,14.4 Million,119.5378,Consumer Products & Services,305,2002,1,170,Phoenix,Phoenix
3094,Modality Solutions,TX,2.1 Million,119.5006,Engineering,8,2011,1,7,Houston,League City
3095,Light Dental Studios,WA,17.8 Million,119.4582,Health,180,1997,4,70,Seattle,puyallup
3096,Ovative Group,MN,21.8 Million,119.4069,Advertising & Marketing,120,2009,4,48,Minneapolis,Minneapolis
3097,Southwest Antennas,CA,7.4 Million,119.2469,Manufacturing,50,2005,1,30,San Diego,San Diego
3098,McKay Advertising + Activation,FL,3 Million,119.1869,Advertising & Marketing,12,2005,3,10,Tampa,Tampa
3099,LS Systems,MD,10.8 Million,119.0917,Construction,66,1996,1,11,Baltimore,Arbutus
3100,Dream Local Digital,ME,3.6 Million,119.0561,Advertising & Marketing,35,2009,2,25,,Rockland
3101,Lamacchia Realty,MA,11.1 Million,119.0185,Real Estate,27,2005,8,15,Boston,Waltham
3102,Rice Insurance,WA,14.9 Million,118.9873,Insurance,130,1946,4,58,,Bellingham
3103,Relief-Mart,CA,20.6 Million,118.9328,Manufacturing,41,2001,3,36,Los Angeles,Agoura Hills
3104,The Music Room,CO,5.9 Million,118.9234,Consumer Products & Services,18,2011,1,5,,Erie
3105,Redhorse,CA,86.2 Million,118.8653,Government Services,380,2008,7,264,San Diego,San Diego
3106,Cohen & Company,OH,88.3 Million,118.7946,Financial Services,591,1977,7,298,Cleveland,Cleveland
3107,MKD Electric,IL,68.2 Million,118.6987,Construction,267,1995,5,160,Chicago,Elgin
3108,Accelogix,NC,10.3 Million,118.6729,Logistics & Transportation,65,2012,4,40,"Raleigh, NC",Cary
3109,Deep Well Services,PA,76.1 Million,118.5237,Energy,286,2008,2,124,"Pittsburgh, PA",Zelienople
3110,Wellworks For You,PA,5.8 Million,118.4928,Health,54,2008,1,19,Philadelphia,West Chester
3111,"Cambria Investment Management, LP",CA,5.4 Million,118.4053,Financial Services,7,2006,1,5,Los Angeles,El Segundo
3112,eLearningBrothers,UT,10.1 Million,118.3498,Education,62,2009,6,43,"Provo-Orem, UT",American Fork
3113,ImagineSoftware,NC,34.2 Million,117.9777,Health,140,2000,9,75,Charlotte,Charlotte
3114,Odyssey Systems Consulting Group,MA,194.8 Million,117.9751,Government Services,915,1997,6,400,Boston,Wakefield
3115,ActualTech Media,SC,2.9 Million,117.9266,Advertising & Marketing,10,2012,1,4,"Charleston, SC",North Charleston
3116,Vivax Pros,CO,42 Million,117.8925,Construction,172,2004,9,85,Denver,Denver
3117,Day Translations,FL,3.3 Million,117.8302,Business Products & Services,61,2007,2,45,Tampa,Tampa
3118,Pacific Energy Concepts,WA,29.3 Million,117.8051,Energy,48,2009,5,15,,Vancouver
3119,SHARP MEDICAL STAFFING,NE,5.4 Million,117.8033,Health,55,2013,1,30,"Omaha-Council Bluffs, NE-IA",OMAHA
3120,LMG,OH,6.3 Million,117.7814,Advertising & Marketing,32,2004,2,22,,Dayton
3121,Norman Heating & Air Conditioning,OK,3.3 Million,117.7419,Consumer Products & Services,21,2008,2,6,"Oklahoma City, OK",Norman
3122,TR MILLER HEATING & COOLING,IL,5.3 Million,117.7283,Construction,30,2008,1,14,Chicago,Plainfield
3123,"FATHOM (Oakland, CA)",CA,16.2 Million,117.718,Manufacturing,72,2008,7,62,San Francisco,Oakland
3124,Bulu,NE,7.1 Million,117.6993,Consumer Products & Services,189,2012,3,14,,Lincoln
3125,Darkblade Systems,VA,8.9 Million,117.6748,Government Services,48,2010,4,21,"Washington, DC",Winchester
3126,Energy Fitness,NY,4.6 Million,117.5575,Health,150,2003,4,120,New York City,St. James
3127,Medical B & T services,FL,4 Million,117.5407,Health,25,2004,1,10,Tampa,SAFETY HARBOR
3128,Blue Chip Talent,MI,23.7 Million,117.536,Human Resources,216,1994,3,90,Detroit,Bloomfield Hills
3129,ProMedia,FL,62.8 Million,117.4974,Advertising & Marketing,32,2010,1,18,Miami,Miami
3130,Insight Sourcing Group,GA,43.5 Million,117.4898,Business Products & Services,131,2002,12,78,Atlanta,Norcross
3131,Mighty 8th Media,GA,3.7 Million,117.4778,Advertising & Marketing,15,2005,1,12,Atlanta,Buford
3132,Knight Federal Solutions,FL,8.1 Million,117.2264,IT System Development,74,2013,1,35,"Orlando, FL",Orlando
3133,"Alegiant Services,LLC",FL,8.3 Million,117.1678,Human Resources,80,2003,1,39,"Orlando, FL",Oviedo
3134,Nuspire,MI,31.2 Million,117.0443,Security,130,1999,2,100,Detroit,Commerce
3135,Datavail,CO,70.7 Million,117.0347,IT Management,975,2007,8,532,Denver,Broomfield
3136,Intero Real Estate Services,CA,33.1 Million,117.0186,Real Estate,44,2012,4,11,"Inland Empire, CA",Rancho Cucamonga
3137,Coastal Payroll,CA,8.3 Million,117.0083,Human Resources,51,2007,5,26,San Diego,San Diego
3138,Pet Assure Corp,NJ,4.3 Million,116.9608,Consumer Products & Services,17,2007,1,15,New York City,Lakewood
3139,J&B Pallet,MN,26.8 Million,116.9237,Manufacturing,147,1990,1,69,,LAKE CITY
3140,Levitate Media,CA,6.4 Million,116.8628,Advertising & Marketing,25,2009,6,15,San Francisco,San Francisco
3141,PaySphere Payroll & HR,TX,2.3 Million,116.7363,Human Resources,15,2012,2,8,Houston,Houston
3142,Nekter Juice Bar,CA,74.1 Million,116.7289,Food & Beverage,1605,2010,5,654,Los Angeles,Santa Ana
3143,Intellectual Capitol,SC,6.1 Million,116.7017,IT System Development,55,2003,5,16,"Greenville-Mauldin-Easley, SC",Greenville
3144,All Industrial Tool Supply,CA,8.5 Million,116.6927,Manufacturing,16,2010,4,7,Los Angeles,HUNTINGTON BEACH
3145,Adaptive Nursing and Healthcare Services,IN,26.1 Million,116.6349,Health,1002,2011,2,481,"Louisville/Jefferson County, KY-IN",Fishers
3146,DKBinnovative,TX,3.9 Million,116.5708,IT Management,25,2004,3,9,Dallas,Frisco
3147,Clason Point Partners,NY,5.5 Million,116.547,Government Services,52,2011,3,32,New York City,Yonkers
3148,Classy Art,TX,3.2 Million,116.515,Manufacturing,15,1987,1,11,Houston,Houston
3149,Mommy's Bliss,CA,28.9 Million,116.4479,Consumer Products & Services,25,1998,7,15,San Francisco,Richmond
3150,TorchLight Hire,VA,5.6 Million,116.4357,Advertising & Marketing,13,2012,3,7,"Washington, DC",Arlington
3151,Cinch IT,MA,2.3 Million,116.364,IT Management,22,2004,1,6,,Worcester
3152,Division-D,MO,45.1 Million,116.3152,Advertising & Marketing,83,2003,7,48,,Columbia
3153,GC Realty & Development,IL,4.5 Million,116.2381,Real Estate,21,2003,1,7,Chicago,Bartlett
3154,"Lee's Air Conditioning, Heating & Building Performance",CA,11.8 Million,116.2222,Consumer Products & Services,49,1981,3,27,,FRESNO
3155,Power Design,FL,575.1 Million,116.1494,Construction,1840,1989,4,908,Tampa,St. Petersburg
3156,Core Nutritionals,VA,5.1 Million,116.0683,Health,7,2004,4,3,"Washington, DC",Ashburn
3157,People's Television,DC,3.5 Million,116.0667,Advertising & Marketing,10,2011,1,6,"Washington, DC","Washington, D.C."
3158,Premier Pools and Spas,CA,6.8 Million,115.9802,Construction,11,2014,2,7,"Sacramento, CA",Granite Bay
3159,de Jong Duke,MI,23.5 Million,115.9741,Manufacturing,44,2009,2,21,Detroit,Taylor
3160,Cadence Communications and Research,CA,7.2 Million,115.9477,Health,13,2008,1,11,"Oxnard-Thousand Oaks-Ventura, CA",Westlake Village
3161,Stratus Building Solutions,CA,74.3 Million,115.9433,Business Products & Services,12,2006,3,6,"St. Louis, MO-IL",Hollywood
3162,Secure One Capital,CA,10.2 Million,115.9168,Financial Services,65,1995,4,34,Los Angeles,Costa Mesa
3163,The Predictive Index,MA,40.7 Million,115.9061,Business Products & Services,114,1955,2,55,Boston,Westwood
3164,ScribeAmerica,FL,305.1 Million,115.8777,Health,20599,2005,9,8958,Miami,Fort Lauderdale
3165,Dynamics Resources,IL,9.1 Million,115.8764,IT Management,47,2009,4,28,Chicago,VERNON HILLS
3166,Succession Resource Group,OR,2.3 Million,115.7456,Financial Services,12,2012,1,4,,Lake Oswego
3167,Intrust Funding,WA,8.1 Million,115.6165,Financial Services,6,2009,5,1,Seattle,Bellevue
3168,Providence Care,SC,15.8 Million,115.5517,Health,55,2010,1,30,Charlotte,Rock Hill
3169,Complete Network,NY,5.8 Million,115.5491,IT Management,31,2011,4,11,"Albany-Schenectady-Troy, NY",Albany
3170,A+ Derr Heating and Cooling,IN,12.6 Million,115.5016,Construction,66,2002,1,22,,Newburgh
3171,Bandwave Systems,NJ,7.7 Million,115.4154,Telecommunications,23,2000,5,13,Philadelphia,Burlington
3172,Systems Integration,MD,28.7 Million,115.4049,IT Management,72,1990,1,78,"Washington, DC",Landover
3173,Renters Warehouse,MN,32.8 Million,115.3986,Real Estate,375,2007,10,110,Minneapolis,Eden Prarie
3174,The Agency,CA,107 Million,115.311,Real Estate,697,2011,4,222,Los Angeles,Beverly Hills
3175,Open Systems Technologies,VA,11.8 Million,115.2932,IT System Development,130,1996,5,60,"Washington, DC",Gainesville
3176,Tane,NY,2.9 Million,115.2836,Advertising & Marketing,12,2002,3,4,New York City,New York
3177,Aspen Systems,CO,10.9 Million,115.2768,Computer Hardware,14,1982,2,10,Denver,Wheat Ridge
3178,Thornhill,CA,2.2 Million,115.265,Insurance,19,2003,2,7,Los Angeles,Porter Ranch
3179,Obility,OR,4.7 Million,115.2341,Advertising & Marketing,32,2011,4,22,,Portland
3180,Precision Measurement Engineering,CA,2 Million,115.2009,Environmental Services,11,1982,1,9,San Diego,Vista
3181,Laritech,CA,22.7 Million,115.1463,Manufacturing,108,2001,7,62,"Oxnard-Thousand Oaks-Ventura, CA",Moorpark
3182,FOR,AZ,2.6 Million,115.1341,Construction,30,2010,2,10,Phoenix,Tempe
3183,Tom Ferry,CA,46.1 Million,115.1149,Business Products & Services,164,2004,6,36,Los Angeles,Santa Ana
3184,EMD Strategies,VA,3.2 Million,115.1148,Business Products & Services,15,2009,1,7,"Washington, DC",Arlington
3185,Century Business Solutions: EBizCharge,CA,19.6 Million,115.0287,Financial Services,88,2004,3,52,Los Angeles,Irvine
3186,Rabbit Air,CA,18.4 Million,114.968,Consumer Products & Services,19,2004,7,20,Los Angeles,Pasadena
3187,The Dagit Group,PA,32.1 Million,114.9096,Construction,32,2006,8,18,Philadelphia,Exton
3188,King Memory,OH,18.2 Million,114.8201,Computer Hardware,58,2009,6,49,"Columbus, OH",Columbus
3189,Scott Brown Media Group,NC,8.5 Million,114.8082,Advertising & Marketing,48,2005,6,26,Charlotte,Charlotte
3190,Government Marketing,TX,45.1 Million,114.7895,Government Services,15,1999,3,3,Austin,Wimberley
3191,Sanmejio,FL,2.9 Million,114.6552,Construction,13,2004,1,6,Tampa,Tampa
3192,Benchworks,MD,66.9 Million,114.6445,Advertising & Marketing,82,1991,5,61,Baltimore,Chestertown
3193,Go-Forth Pest Control,NC,6.7 Million,114.6407,Consumer Products & Services,70,1959,3,36,,High Point
3194,WMK,OH,514 Million,114.5471,Retail,1038,1997,14,759,,Richfield
3195,Placers,DE,12.1 Million,114.4235,Human Resources,850,2011,6,385,Philadelphia,Newark
3196,USSC Group,PA,98 Million,114.3057,Manufacturing,152,1985,1,118,Philadelphia,Exton
3197,Mailchimp,GA,600 Million,114.2857,Advertising & Marketing,916,2001,1,450,Atlanta,Atlanta
3198,Atlantic Petroleum,TX,2.2 Million,114.2746,Energy,11,2010,1,6,Houston,Houston
3199,Arch-Con Construction,TX,372.2 Million,114.2646,Construction,150,2000,6,85,Houston,Houston
3200,LLamasoft,MI,80.6 Million,114.1931,Software,545,2003,5,298,"Ann Arbor, MI",Ann Arbor
3201,Zenetex,VA,188.2 Million,114.1406,Government Services,1685,1999,8,743,"Washington, DC",Herndon
3202,Targeted Pet Treats,PA,33.7 Million,114.1225,Manufacturing,340,2000,3,120,,Warren
3203,Generation Iron Brands,NY,2.1 Million,113.9,Media,12,2014,1,3,New York City,New York
3204,Computer Enterprises,PA,92.4 Million,113.8643,IT System Development,574,1992,5,363,"Pittsburgh, PA",Pittsburgh
3205,TeleSolv Consulting,DC,11.4 Million,113.77,Business Products & Services,205,2000,2,110,"Washington, DC",Washington
3206,PolicyPak,PA,3.8 Million,113.7139,Software,30,2007,1,10,Philadelphia,Media
3207,WebFX,PA,24.4 Million,113.6959,Advertising & Marketing,193,2006,7,83,,Harrisburg
3208,All Points Broadband,VA,5.7 Million,113.5302,Telecommunications,40,2014,2,11,"Washington, DC",Leesburg
3209,Ruoff Home Mortgage,IN,102.6 Million,113.5176,Financial Services,595,1984,7,287,,Fort Wayne
3210,Premier Orthodontic Specialists,AZ,5.3 Million,113.4524,Health,55,2006,1,8,Phoenix,Chandler
3211,ADSG,TX,33.2 Million,113.3684,Environmental Services,20,1996,1,10,,Tomball
3212,EQ1 Real Estate,CA,4.3 Million,113.3402,Real Estate,29,2013,2,15,San Jose,San Jose
3213,The ASK Method Company,TX,7.2 Million,113.3373,Education,50,2009,3,5,Austin,Georgetown
3214,PM Hotel Group,MD,383 Million,113.3023,Travel & Hospitality,3003,1996,1,1963,"Washington, DC",Chevy Chase
3215,Tucker-Rose Associates,TX,9.1 Million,113.2925,IT Management,80,2008,5,30,"San Antonio, TX",New Braunfels
3216,Intermountain Audiology Hearing and Brain Clinics,UT,6.5 Million,113.173,Health,21,2014,2,8,,St. George
3217,Lightfoot Mechanical,TX,9.3 Million,113.0772,Consumer Products & Services,53,1983,2,35,Dallas,Weatherford
3218,Closet America,MD,15 Million,113.0756,Construction,110,2009,3,60,"Washington, DC",Landover
3219,AltSource,OR,18.8 Million,113.0571,Software,139,2004,6,63,,Portland
3220,Skyline Builders,NY,2.3 Million,112.9924,Construction,20,1999,1,8,"Rochester, NY",Rochester
3221,Keen Decision Systems,NC,3.6 Million,112.9151,Advertising & Marketing,17,2010,1,3,,Durham
3222,Asurint,OH,48.6 Million,112.9073,Business Products & Services,350,2004,5,200,Cleveland,Cleveland
3223,Healthy Spot,CA,24 Million,112.8804,Retail,322,2008,1,185,Los Angeles,Culver City
3224,ConveyIQ,NY,2.5 Million,112.8704,Software,35,2012,1,31,New York City,New York
3225,Builder's Choice,TX,29.5 Million,112.849,Construction,51,1999,3,29,Houston,Houston
3226,The Spur Group,WA,29 Million,112.7735,Business Products & Services,183,2013,4,79,Seattle,Redmond
3227,Buildium,MA,41.4 Million,112.6896,Software,223,2004,8,136,Boston,Boston
3228,ARGI Financial Group,KY,26.7 Million,112.5778,Financial Services,149,1995,11,82,"Louisville/Jefferson County, KY-IN",Louisville
3229,Giltner Logistics,ID,209.6 Million,112.5247,Logistics & Transportation,90,2000,4,50,,Twin Falls
3230,ABCO Systems,NJ,23.9 Million,112.4558,Construction,20,2003,2,10,New York City,BELLEVILLE
3231,AVIO Consulting,TX,9.6 Million,112.4324,IT System Development,39,2007,1,18,Dallas,Addison
3232,Gateway Mortgage Group,OK,276.7 Million,112.4089,Financial Services,1200,2000,9,650,"Tulsa, OK",Jenks
3233,Averhealth,VA,17.8 Million,112.3571,Health,227,1995,1,101,"Richmond, VA",Richmond
3234,Titus Talent Strategies,WI,9.2 Million,112.2928,Human Resources,75,2015,1,25,Milwaukee,Milwaukee
3235,Backblaze,CA,29.9 Million,112.2614,Software,89,2007,2,26,San Francisco,San Mateo
3236,Reveleer,CA,6.8 Million,112.194,Health,74,2009,1,16,Los Angeles,Glendale
3237,Seek Thermal,CA,27.6 Million,112.1897,Manufacturing,100,2012,1,50,,Santa Barbara
3238,Johnson Consulting Group,AZ,9 Million,112.1864,Business Products & Services,38,1997,2,30,Phoenix,Scottsdale
3239,Optomi,GA,65.9 Million,112.1616,Human Resources,150,2012,3,61,Atlanta,Atlanta
3240,Optimum Employer Solutions,CA,25.6 Million,112.1448,Human Resources,21,2007,9,14,Los Angeles,Santa Ana
3241,Avanath Capital Management,CA,9.2 Million,112.1042,Real Estate,209,2008,2,58,Los Angeles,Irvine
3242,Simulation Technologies,AL,31.6 Million,112.0966,Engineering,162,1983,2,99,"Huntsville, AL",Huntsville
3243,B-Unlimited,AR,9.4 Million,112.011,Advertising & Marketing,86,1994,4,30,,Fayetteville
3244,Alliance Executive Search,VA,6.6 Million,111.9967,Human Resources,55,2011,3,20,"Washington, DC",Vienna
3245,Mid Valley IT,CA,2.7 Million,111.9337,IT Management,16,2007,2,10,,Turlock
3246,BridgePoint Construction,NC,14.4 Million,111.9134,Construction,120,2007,3,55,"Durham, NC",DURHAM
3247,DECA Dental Group,TX,87 Million,111.9001,Health,750,2008,4,500,Dallas,Dallas
3248,Mediafly,IL,10.6 Million,111.8725,Software,75,2006,6,25,Chicago,Chicago
3249,Greenview Lawns,AR,3.8 Million,111.7588,Construction,40,2004,1,20,,Fort Smith
3250,Binc,CA,12.6 Million,111.7286,Human Resources,93,2002,1,34,San Francisco,San Francisco
3251,Verblio,CO,3.1 Million,111.7255,Advertising & Marketing,11,2011,1,9,"Boulder, CO",Boulder
3252,Bedroc,TN,65.5 Million,111.606,IT System Development,87,2009,3,25,Nashville,Nashville
3253,Status Labs,TX,11.4 Million,111.6007,Advertising & Marketing,50,2012,4,28,Austin,Austin
3254,Sterling Site Access Solutions,IL,240.8 Million,111.5009,Business Products & Services,400,1949,1,186,Chicago,Phoenix
3255,Assisting Hands Home Care,ID,66.1 Million,111.3998,Health,9,2006,2,6,"Boise City-Nampa, ID",Nampa
3256,Interactive Entertainment Group,NY,3.8 Million,111.3401,Business Products & Services,45,2011,2,20,New York City,Hauppauge
3257,Hydra-Flex,MN,20.1 Million,111.281,Manufacturing,66,2002,6,33,Minneapolis,Eagan
3258,Watters International Realty,TX,7 Million,111.1739,Real Estate,71,2010,1,25,Austin,Austin
3259,MassPay,MA,6.4 Million,111.1441,Human Resources,58,2004,6,25,Boston,Beverly
3260,Convergint Technologies,IL,990.6 Million,111.141,Security,4112,2001,3,2136,Chicago,Schaumberg
3261,Blue Door Consulting,WI,3.4 Million,111.0335,Advertising & Marketing,34,2002,2,17,,Oshkosh
3262,Mail Shark,PA,30.6 Million,111.026,Advertising & Marketing,100,2008,8,44,,Mohnton
3263,OptiFuse,CA,5.2 Million,110.9888,Manufacturing,16,2000,5,9,San Diego,El Cajon
3264,Poulton Associates,UT,14.4 Million,110.9881,Insurance,31,1990,4,21,Salt Lake City,Salt Lake City
3265,Hire Dynamics,GA,219.6 Million,110.9224,Human Resources,258,2001,9,131,Atlanta,Duluth
3266,iCIMS,NJ,178.7 Million,110.8883,Software,800,2000,13,535,New York City,Holmdel
3267,Dermacare Hampton Roads,VA,2.3 Million,110.868,Health,14,2006,1,9,Virginia Beach,Chesapeake
3268,Aladtec,WI,6.8 Million,110.8365,Software,39,2005,5,32,Minneapolis,River Falls
3269,Bodycentral Physical Therapy,AZ,6.4 Million,110.7257,Health,113,2001,3,50,,tucson
3270,Victra,NC,1.5 Billion,110.7096,Retail,5000,1996,9,4500,"Raleigh, NC",Raleigh
3271,Curriculum Associates,MA,233.2 Million,110.6665,Education,917,1969,5,514,Boston,North Billerica
3272,Fingerpaint,NY,44.8 Million,110.6289,Advertising & Marketing,220,2008,7,160,"Albany-Schenectady-Troy, NY",Saratoga Springs
3273,Prosek Partners,NY,50.3 Million,110.5516,Advertising & Marketing,161,1991,10,93,New York City,New York
3274,Walker Sands,IL,15.6 Million,110.5449,Advertising & Marketing,114,2001,7,61,Chicago,Chicago
